APN,RegisteredDate,PropertyType,PropertyAddress,PropertyCity,PropertyState,PropertyZip,CouncilDistrict,Lender,LenderContact,LenderContactPhone,PropertyManagement,PropertyManagementContact,PropertyManagementAddress,PropertyMgmtContactPhone
5685027029,04/03/2017,Single Family,"2338 W RIDGEVIEW AVE
LOS ANGELES, CA 90041
(34.130975, -118.218024)",LOS ANGELES,CA,90041,14,Selene Finance LP,Grace Wesson,877-338-3791,Bron Inc,Grace Wesson,41951   Remington  150 Temecula CA 92590,877-338-3791
4356011008,01/31/2017,Single Family,"1322 N BENEDICT CANYON DR
LOS ANGELES, CA 90210
(34.095068, -118.429771)",LOS ANGELES,CA,90210,5,JPMorgan Chase Bank,See TDUS,310-777-6375,"The Harvey Group, Inc.",Joyce Essex Harvey,301  N Canon DR E Beverly HIlls CA 90210,310-777-6375
5034020005,01/06/2017,Single Family,"3885 S ARLINGTON AVE
LOS ANGELES, CA 90008
(34.015135, -118.318238)",LOS ANGELES,CA,90008,10,"SETERUS, INC",KEVIN QUILLAN,877-735-3637,SO CAL INSPECTORS INC,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241,760-591-9244
5466028039,01/10/2017,Single Family,"441 W AVENUE 46
LOS ANGELES, CA 90065
(34.100917, -118.21019)",LOS ANGELES,CA,90065,1,Fay Servicing LLC c/o BDF Law,Heather Zullo,966-966-0789,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
2648018017,02/23/2017,Single Family,"14427 W SAN JOSE ST
LOS ANGELES, CA 91345
(34.261634, -118.448202)",LOS ANGELES,CA,91345,7,Shellpoint Mortgage Services,Johan Correa,866-825-2174,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480
2146008223,05/15/2017,Single Family,"22028 W COLLINS ST
LOS ANGELES, CA 91367
(34.174524, -118.606518)",LOS ANGELES,CA,91367,3,"Financial Freedom, a division of CIT bank.",Dan Stack,800-441-4428,Red A Ranch,Robert Buchanan,132  N Pine ST A San Gabriel CA 91775,626-287-4431
6068012056,01/03/2017,Single Family,"2352 E 108TH ST
LOS ANGELES, CA 90059
(33.936993, -118.230061)",LOS ANGELES,CA,90059,15,Selene Finance LP,Grace Wesson,951-428-2250,LOGS CA Shapiro Van Ess Sherman & Marth LLP,Robbie Weaver,20    PACIFICA    IRVINE  CA 92618,602-393-4905
2645020036,01/11/2017,Single Family,"9847 N MERCEDES AVE
LOS ANGELES, CA 91331
(34.249549, -118.438563)",LOS ANGELES,CA,91331,6,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
5040032026,03/09/2017,Multi-Family,"1137 W 37TH DR
LOS ANGELES, CA 90007
(34.019038, -118.292902)",LOS ANGELES,CA,90007,8,David E Jensen Sherri E Jensen Trust,David Jensen,925-699-5404,NULL,NULL,,NULL
5558023007,01/16/2017,Single Family,"1731 N FRANKLIN WAY
LOS ANGELES, CA 90069
",LOS ANGELES,CA,90069,4,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
4119021004,02/03/2017,Single Family,"7318 W 88TH PL
LOS ANGELES, CA 90045
(33.956554, -118.423118)",LOS ANGELES,CA,90045,11,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
6002012022,04/05/2017,Multi-Family,"1448 W 59TH PL
LOS ANGELES, CA 90047
(33.986708, -118.302048)",LOS ANGELES,CA,90047,8,Fay Servicing LLC,Grace Wesson,877-338-3791,Bron Inc,Grace Wesson,41951   Remington  150 Temecula CA 92590,877-338-3791
2206033047,06/14/2017,Single Family,"16026 W LEADWELL ST
VAN NUYS, CA 91406
(34.203903, -118.482501)",VAN NUYS,CA,91406,6,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480
5081001008,01/31/2017,Multi-Family,"1237 S BRONSON AVE
LOS ANGELES, CA 90019
(34.048666, -118.324834)",LOS ANGELES,CA,90019,10,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778
5001014026,01/19/2017,Multi-Family,"821 1/2 W 58TH ST
LOS ANGELES, CA 90037
(33.989702, -118.287897)",LOS ANGELES,CA,90037,9,"SETERUS, INC",KEVIN QUILLAN,877-735-3637,SO CAL INSPECTORS INC,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241,760-591-9244
6033018005,03/10/2017,Single Family,"1048 1/2 W 81ST ST
LOS ANGELES, CA 90044
(33.965793, -118.2935)",LOS ANGELES,CA,90044,8,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778
2202010008,02/20/2017,Single Family,"7527 N LOUISE AVE
LOS ANGELES, CA 91406
(34.207373, -118.50986)",LOS ANGELES,CA,91406,6,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,New Beginning Properties Inc,Jose Chavez,999  W Marshall BLVD  San Bernardino CA 92405,877-339-8202
2027038024,04/24/2017,Single Family,"7624 N ATHERTON LANE
LOS ANGELES, CA 93063
",LOS ANGELES,CA,93063,12,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778
2555010027,01/29/2017,Single Family,"8346 W OWENS ST
LOS ANGELES, CA 91040
(34.264055, -118.315097)",LOS ANGELES,CA,91040,7,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,"Kash Construction and Management, INC.",Rob Kash,533  S Los Angeles ST 504 Los Angeles CA 90013,818-636-9795
2254036053,01/17/2017,Single Family,"5534 N ENCINO AVE 1-45
LOS ANGELES, CA 91316
(34.17158, -118.514164)",LOS ANGELES,CA,91316,5,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,Safeguard Properties,Code Compliance Safeguard Properties,7887   Safeguard Cir  Valley View OH 44125,800-852-8306
4286017044,01/04/2017,Single Family,"245 S MAIN ST
LOS ANGELES, CA 90291
(34.050106, -118.245337)",LOS ANGELES,CA,90291,11,U.S. Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
2231023055,01/06/2017,Multi-Family,"6512 N BALBOA BLVD
VAN NUYS, CA 91406
(34.189152, -118.501125)",VAN NUYS,CA,91406,6,Trustee Corps,Ann Lewis,856-917-3308,"US Best Repair Service, Inc","US Best Repair Service, Inc",2501   Alton PKWY  Irvine CA 92606,714-559-7835
2547002005,06/12/2017,Single Family,"8718 W WENTWORTH ST
LOS ANGELES, CA 91040
(34.267007, -118.323032)",LOS ANGELES,CA,91040,7,RoundPoint Mortgage Servicing Corporation,Elizabeth Harting,704-426-8874,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778
2249022006,03/29/2017,Single Family,"14831 W MCCORMICK ST
VAN NUYS, CA 91411
(34.16584, -118.456338)",VAN NUYS,CA,91411,4,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
2653003061,01/17/2017,Single Family,"8728 N CEDROS AVE
LOS ANGELES, CA 91402
(34.229007, -118.453555)",LOS ANGELES,CA,91402,6,JP Morgan Chase NA,Amy Lott,888-310-1506,REMAX Empower,Ed Sanchez,701  S Victory BLVD  Burbank CA 91502,818-848-3637
5586017056,06/27/2017,Single Family,"5921 W CHULA VISTA WAY
LOS ANGELES, CA 90068
(34.107345, -118.318674)",LOS ANGELES,CA,90068,4,"Wells Fargo Bank, N.A. C/O Select Portfolio Servicing",N/A N/A,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
5477025012,01/23/2017,Single Family,"960 W EL PASO DR
LOS ANGELES, CA 90042
(34.115908, -118.212053)",LOS ANGELES,CA,90042,1,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,BSI Financial,registrations dept,5716   Corsa AVE  Westlake Village CA 91362,814-827-4661
5452015003,06/23/2017,Single Family,"609 W ISABEL ST
LOS ANGELES, CA 90065
(34.090168, -118.220094)",LOS ANGELES,CA,90065,1,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611
5305003001,01/16/2017,Multi-Family,"4518 E CASSATT ST
LOS ANGELES, CA 90032
(34.089164, -118.189304)",LOS ANGELES,CA,90032,14,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480
5503001029,03/17/2017,Single Family,"333 S MANHATTAN PL 1-7
LOS ANGELES, CA 90020
(34.067965, -118.310354)",LOS ANGELES,CA,90020,4,Fay Servicing LLC,Grace Wesson,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100
5103025033,06/27/2017,Multi-Family,"866 E 52ND PL
LOS ANGELES, CA 90011
(33.995033, -118.260441)",LOS ANGELES,CA,90011,9,GASBARRO INVESTMENT,Tianna Campo,818-223-0190,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611
2530010026,01/06/2017,Single Family,"11632 W KAGEL CANYON ST
LOS ANGELES, CA 91342
(34.276909, -118.385549)",LOS ANGELES,CA,91342,7,Nationstar Mortgage LLC,Paula Acosta,800-468-1743,Assurant Field Services,Property Registration Department,101  W Louis Henna Blvd 400 Austin TX 78728,800-468-1743
2642015031,01/06/2017,Single Family,"9513 N SANDUSKY AVE
LOS ANGELES, CA 91331
(34.242841, -118.433834)",LOS ANGELES,CA,91331,6,"Trinity Financial Services, LLC",David Vo,855-734-0411,"Trinity Financial Services, LLC",Don Madden III,2618   San Miguel DR 303 Newport Beach CA 92660,855-818-6806
2502024087,03/14/2017,Single Family,"13901 W OLIVE VIEW LANE
LOS ANGELES, CA 91342
(34.323249, -118.447305)",LOS ANGELES,CA,91342,7,US Bank National Association,US BANK National Association,612-973-2749,Safeguard,Safeguard Properties,13901   Olive View LANE 58 Sylmar CA 91342,216-739-2900
4392001008,06/27/2017,Single Family,"9275 W FLICKER WAY
HOLLYWOOD, CA 90069
(34.097399, -118.392429)",HOLLYWOOD,CA,90069,4,"Wilmington Trust, C/O Select Portfolio Servicing",N/A N/A,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
5064019008,05/01/2017,Multi-Family,"2030 S CLYDE AVE
LOS ANGELES, CA 90016
(34.039425, -118.364658)",LOS ANGELES,CA,90016,10,Fannie Mae,Registration Department,757-452-5067,First Allegiance,Registration Department,5716   Corsa AVE 110 Westlake Village CA 91362,888-727-6303
5209011003,01/16/2017,Single Family,"2422 N LINCOLN HIGH DR
LOS ANGELES, CA 90031
(34.074646, -118.19964)",LOS ANGELES,CA,90031,1,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480
4255015009,01/31/2017,Single Family,"2712 S WESTWOOD BLVD
LOS ANGELES, CA 90064
(34.03464, -118.424131)",LOS ANGELES,CA,90064,5,PNC MORTGAGE,MARIA CROSS,937-913-7352,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611
5003010019,02/13/2017,Multi-Family,"1547 W 53RD ST
LOS ANGELES, CA 90062
(33.994158, -118.303932)",LOS ANGELES,CA,90062,8,"Dovenmuehle Mortgage, Inc.",Eric Barber,866-397-5370,"Sables Servco, LLC",Jesse Talavera,30   Corporate Park  450 Irvine CA 92606,714-580-8567
2201012017,05/12/2017,Single Family,"8212 N ENCINO AVE
LOS ANGELES, CA 91325
(34.219537, -118.514243)",LOS ANGELES,CA,91325,12,Penny Mac,Brittni Ferrante,818-878-8411,AFS c/o PRIORITY 1 PROPERTY PRESERVATION INC - SOUTH,Bill Kleiser,2780   DOVE TAIL TR  San Marcos CA 92078,800-468-1743
6066016004,05/22/2017,Single Family,"10515 S JUNIPER ST
LOS ANGELES, CA 90002
(33.940115, -118.232756)",LOS ANGELES,CA,90002,15,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,"Kash Construction and Management, INC.",Rob Kash,533  S Los Angeles ST 504 Los Angeles CA 90013,818-636-9795
6030012028,02/07/2017,Single Family,"215 E 84TH ST
LOS ANGELES, CA 90003
(33.962822, -118.271286)",LOS ANGELES,CA,90003,9,Platinum Loan Servicing,Karen Larson,818-222-5222,NULL,NULL,,NULL
2209030016,02/01/2017,Single Family,"15132 W MARSON ST
LOS ANGELES, CA 91402
(34.215391, -118.463017)",LOS ANGELES,CA,91402,6,West Coast Servicing Inc.,Lissy Lex,866-574-2001,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2213007017,01/06/2017,Single Family,"13915 W LANARK ST
LOS ANGELES, CA 91402
(34.216703, -118.435988)",LOS ANGELES,CA,91402,6,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
2627005032,03/29/2017,Single Family,"13425 W RELIANCE ST
LOS ANGELES, CA 91331
(34.227714, -118.425487)",LOS ANGELES,CA,91331,6,"U.S. Bank National Association, as Indenture Trustee on behalf of and with respect to Ajax Mortgage",Daleana Bautista,503-505-5645,INDIVIDUAL,ISAAC SONG,4465   WILSHIRE  BLVD LOS ANGELES CA 90010,213-268-9576
2622008021,05/08/2017,Single Family,"13316 W GOLETA ST
LOS ANGELES, CA 91331
(34.251043, -118.422829)",LOS ANGELES,CA,91331,7,CitiMortgage,Erin Theobald,877-290-3997,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
2649022006,05/03/2017,Single Family,"10423 N BURNET AVE
LOS ANGELES, CA 91345
(34.259901, -118.462968)",LOS ANGELES,CA,91345,7,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611
4490007003,02/17/2017,Single Family,"3221 N ELVIDO DR
LOS ANGELES, CA 90049
(34.130068, -118.490461)",LOS ANGELES,CA,90049,11,Nationstar Mortgage LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453
6036013045,01/18/2017,Single Family,"9120 S WILTON PL
LOS ANGELES, CA 90047
(33.953838, -118.314464)",LOS ANGELES,CA,90047,8,"Nations Direct Mortgage, LLC",Richard Fike,847-550-7497,Safeguard Properties INS,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5084024033,06/19/2017,Multi-Family,"1261 S LONGWOOD AVE
LOS ANGELES, CA 90019
(34.05208, -118.340691)",LOS ANGELES,CA,90019,10,GREGORY FUNDING,DALEANA BAUTSITA,503-505-5645,Coldwell Banker,Philip Boroda,15490   VENTURA BLVD 100 SHERMAN OAKS CA 91403,310-968-3844
5480023019,01/11/2017,Single Family,"1495 W OAK GROVE DR
LOS ANGELES, CA 90041
(34.131345, -118.198415)",LOS ANGELES,CA,90041,14,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
5518015017,01/26/2017,Multi-Family,"143 S KENMORE AVE
LOS ANGELES, CA 90004
(34.072062, -118.29654)",LOS ANGELES,CA,90004,13,Nationstar Mortgage LLC,Code Compliance,888-480-2432,Edward Zubia,Edward Zubia,3540   Wilshire  1109 Los Angeles CA 90010,213-804-7437
2146037083,01/12/2017,Single Family,"5500 N OWENSMOUTH AVE
WOODLAND HILLS, CA 91367
(34.171021, -118.601825)",WOODLAND HILLS,CA,91367,3,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611
6072011022,03/28/2017,Single Family,"817 E 115TH ST
LOS ANGELES, CA 90059
(33.93009, -118.260252)",LOS ANGELES,CA,90059,15,"SETERUS, INC",KEVIN QUILLAN,877-735-3637,SO CAL INSPECTORS INC,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241,760-591-9244
2004005001,01/28/2017,Single Family,"8307 N KENTLAND AVE
LOS ANGELES, CA 91304
(34.219706, -118.618055)",LOS ANGELES,CA,91304,12,Nationstar Mortgage LLC,Code Compliance,888-480-2432,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611
2762034003,01/16/2017,Single Family,"9501 N CANEDO AVE
LOS ANGELES, CA 91324
(34.24308, -118.548306)",LOS ANGELES,CA,91324,12,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
2619018008,03/28/2017,Single Family,"13430 W PINNEY ST
LOS ANGELES, CA 91331
(34.264848, -118.425712)",LOS ANGELES,CA,91331,7,DITECH FINANCIAL LLC,TEMPE PROPERTIES,480-333-6059,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2782024036,05/08/2017,Single Family,"8737 N JUMILLA AVE
LOS ANGELES, CA 91324
(34.229294, -118.563368)",LOS ANGELES,CA,91324,12,Trustee Corp,Grace Wesson,877-338-3791,Bron Inc,Grace Wesson,41951   Remington  150 Temecula CA 92590,877-338-3791
2680012002,01/13/2017,Single Family,"16439 W JERSEY ST
LOS ANGELES, CA 91344
(34.267478, -118.490628)",LOS ANGELES,CA,91344,12,JP Morgan Chase NA,Amy Lott,888-310-1506,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,800-852-8306
2501014030,01/25/2017,Single Family,"13600 N HERRICK AVE
LOS ANGELES, CA 91342
(34.318976, -118.47086)",LOS ANGELES,CA,91342,7,"Wells Fargo Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
5029026005,01/04/2017,Single Family,"5434 W WEATHERFORD DR
LOS ANGELES, CA 90008
(34.014798, -118.365278)",LOS ANGELES,CA,90008,10,Deutsche Bank c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
4492029001,04/27/2017,Single Family,"2621 N MANDEVILLE CANYON RD
LOS ANGELES, CA 90049
(34.085389, -118.503715)",LOS ANGELES,CA,90049,11,Wilmington Savings Fund Society FSB C/O Alta Residential Solutions,Cody Oviatt,801-736-8575,Sean Perkin Brokerage,Sean Perkin,1516  S Bundy DR 300A Los Angeles CA 90025,310-569-5560
5049006003,05/04/2017,Single Family,"2650 S LONGWOOD AVE
LOS ANGELES, CA 90016
(34.031256, -118.350586)",LOS ANGELES,CA,90016,10,"SETERUS, INC",KEVIN QUILLAN,877-735-3637,SO CAL INSPECTORS INC,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241,760-591-9244
6066019041,01/16/2017,Single Family,"10521 S KALMIA ST
LOS ANGELES, CA 90002
(33.939943, -118.23172)",LOS ANGELES,CA,90002,15,"MidFirst Bank, as servicer for HSBC Bank USA",Adam Malak,405-426-1723,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5202016015,03/26/2017,Single Family,"1509 N TREMONT ST
LOS ANGELES, CA 90033
(34.06001, -118.196764)",LOS ANGELES,CA,90033,14,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
2711013015,04/10/2017,Single Family,"17548 W DONMETZ ST
LOS ANGELES, CA 91344
(34.274505, -118.517018)",LOS ANGELES,CA,91344,12,Fay Servicing LLC,Grace Wesson,877-338-3791,Bron Inc,Grace Wesson,41951   Remington  150 Temecula CA 92590,877-338-3791
2509020087,02/17/2017,Single Family,"13040 DRONFIELD
LOS ANGELES, CA 91342
(34.307684, -118.437011)",LOS ANGELES,CA,91342,7,JB NUTTER & COMPANY,CINDY COMBS,816-531-5642,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5678026008,01/12/2017,Single Family,"3232 W TERZILLA PL
LOS ANGELES, CA 90065
(34.131116, -118.234023)",LOS ANGELES,CA,90065,14,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
6075006026,01/16/2017,Single Family,"751 W 111TH ST
LOS ANGELES, CA 90044
(33.934592, -118.288797)",LOS ANGELES,CA,90044,8,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611
2129003009,01/18/2017,Single Family,"19140 W ENADIA WAY
LOS ANGELES, CA 91335
(34.200135, -118.550663)",LOS ANGELES,CA,91335,3,Bank of America,VPR Department,800-669-2443,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205
2036011014,01/25/2017,Single Family,"23433 W VICTORY BLVD
LOS ANGELES, CA 91307
(34.186473, -118.637739)",LOS ANGELES,CA,91307,12,Caliber Home Loans,N/A N/A,214-874-4982,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611
5062021020,01/19/2017,Single Family,"2134 S LONGWOOD AVE
LOS ANGELES, CA 90016
(34.037024, -118.346789)",LOS ANGELES,CA,90016,10,FEDERAL NATIONAL MORTGAGE ASSOCIATION,FANNIE MAE,000-000-0000,SO CAL INSPECTORS INC,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241,760-591-9244
6061001020,03/07/2017,Single Family,"809 W 104TH ST
LOS ANGELES, CA 90044
(33.942325, -118.289788)",LOS ANGELES,CA,90044,8,Federal Natl Mtg Assn Fnma,Sebastian Stofenmacher,818-464-5113,"Edgestone Real Estate, Inc.",Sebastian stofenmacher,4344   fountain AVE G Los Angeles CA 90029,818-464-5113
2308005004,05/26/2017,Single Family,"8215 N WHITSETT AVE
LOS ANGELES, CA 91605
(34.220325, -118.405265)",LOS ANGELES,CA,91605,2,specialized asset management,Douglas Randall,303-470-3633,Eddy Leon,eddy leon,1650   XIMENO AVE  LONG BEACH CA 90804,303-470-3633
5405015010,03/07/2017,Multi-Family,"1322 W CALUMET AVE
LOS ANGELES, CA 90026
(34.068288, -118.25411)",LOS ANGELES,CA,90026,1,DITECH FINANCIAL LLC,TEMPE PROPERTIES,480-333-6059,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
5016018003,01/12/2017,Single Family,"1546 W 47TH ST
LOS ANGELES, CA 90062
(34.000997, -118.305054)",LOS ANGELES,CA,90062,8,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778
6002010017,01/31/2017,Single Family,"1507 W 59TH PL
LOS ANGELES, CA 90047
(33.986707, -118.302722)",LOS ANGELES,CA,90047,8,Fay Servicing LLC,Code Compliance,800-495-7166,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778
2625018009,01/01/2017,Single Family,"9309 N ARLETA AVE
LOS ANGELES, CA 91331
(34.239404, -118.423245)",LOS ANGELES,CA,91331,6,Deutsche Bank c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
2733002058,01/19/2017,Single Family,"10450 N ZELZAH AVE
LOS ANGELES, CA 91344
",LOS ANGELES,CA,91344,12,PNC MORTGAGE PRESALE,JENNIFER SMITH,937-910-1887,MSI,PAUL MARES,3020   OAKFIELD CT 91709 CHINO HILLS CA 91709,909-597-7737
